issue_id,release,impact_status,feature_area,highlight_tags,action_required,impact_notes,applied_rules,summary,components,subcomponents,labels,fix_versions
JDK-8347644,21.0.7,needs_review,compiler_tools,,要確認,,,Remove unused imports from `ModuleGenerator` test file,tools,javadoc(tool),,21.0.7
JDK-8347876,21.0.7,needs_review,interop,,要確認,,,Request with timeout aborts later in-flight request on HTTP/1.1 cxn,core-libs,java.net,,21.0.7
JDK-8347877,21.0.7,needs_review,compiler_tools,,要確認,,,With malformed --app-image the error messages are awful,tools,jpackage,,21.0.7
JDK-8347878,21.0.7,needs_review,classlib,,要確認,,,Remove applet usage from JFileChooser tests bug6698013,client-libs,javax.swing,,21.0.7
JDK-8347879,21.0.7,needs_review,classlib,,要確認,,,"Manual printer tests have no Pass/Fail buttons, instructions close set 2",client-libs,2d,,21.0.7
JDK-8347882,21.0.7,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source closed frame tests #1,client-libs,java.awt,,21.0.7
JDK-8347883,21.0.7,needs_review,classlib,,要確認,,,Write a test to check various components events are triggered properly,client-libs,java.awt,,21.0.7
JDK-8347884,21.0.7,needs_review,runtime_core,,要確認,,,Add test for Allocation elimination after use as alignment reference by SuperWord,hotspot,compiler,,21.0.7
JDK-8347892,21.0.7,needs_review,classlib,,要確認,,,Use latch in BasicMenuUI/bug4983388.java instead of delay,client-libs,javax.swing,,21.0.7
JDK-8347930,21.0.7,needs_review,classlib,,要確認,,,DrawFocusRect() may cause an assertion failure,client-libs,java.awt,,21.0.7
JDK-8348057,21.0.7,excluded,classlib,,対応不要,targets=macos,non_windows11_platform,[macOS] java/awt/dnd/NextDropActionTest/NextDropActionTest.java fails with java.lang.RuntimeException: wrong next drop action!,client-libs,java.awt,,21.0.7
JDK-8348058,21.0.7,needs_review,runtime_core,,要確認,,,com/sun/tools/attach/BasicTests.java does not verify AgentLoadException case,hotspot,svc,,21.0.7
JDK-8348059,21.0.7,needs_review,classlib,,要確認,,,"Manual printer tests have no Pass/Fail buttons, instructions close set 1",client-libs,2d,,21.0.7
JDK-8348060,21.0.7,needs_review,classlib,,要確認,,,Convert PageFormat/Orient.java to use PassFailJFrame,client-libs,java.awt,,21.0.7
JDK-8348061,21.0.7,needs_review,runtime_core,,要確認,,,Remove all code for  nsk.share.Log verbose mode,hotspot,test,,21.0.7
JDK-8348065,21.0.7,needs_review,security,,要確認,,,Certificate name constraints improperly validated with leading period,security-libs,java.security,,21.0.7
JDK-8348066,21.0.7,needs_review,security,,要確認,,,test/jdk/sun/security/x509/DNSName/LeadingPeriod.java validity check failed,security-libs,java.security,,21.0.7
JDK-8348067,21.0.7,needs_review,security,,要確認,,,Fix and rewrite sun/security/x509/DNSName/LeadingPeriod.java test,security-libs,java.security,,21.0.7
JDK-8348068,21.0.7,needs_review,runtime_core,,要確認,,,Various test failures after JDK-8334305,hotspot,test,,21.0.7
JDK-8348069,21.0.7,excluded,classlib,,対応不要,targets=macos,non_windows11_platform,[macos] javax/swing/ProgressMonitor/ProgressMonitorEscapeKeyPress.java fails sometimes in macos,client-libs,javax.swing,,21.0.7
JDK-8348070,21.0.7,needs_review,classlib,,要確認,,,java/awt/a11y/AccessibleJTableTest.java fails in some cases where the test tables are not visible,client-libs,javax.accessibility,,21.0.7
JDK-8348071,21.0.7,needs_review,classlib,,要確認,,,Simplify JButton/bug4323121.java,client-libs,javax.swing,,21.0.7
JDK-8348072,21.0.7,needs_review,classlib,,要確認,,,javax/swing/text/StyledEditorKit/4506788/bug4506788.java fails in ubuntu22.04,client-libs,javax.swing,,21.0.7
JDK-8348200,21.0.7,needs_review,interop,,要確認,,,Update IANA Language Subtag Registry to Version 2024-11-19,core-libs,java.util:i18n,,21.0.7
JDK-8348201,21.0.7,needs_review,runtime_core,,要確認,,,Kmem limit and max values swapped when printing container information,hotspot,runtime,,21.0.7
JDK-8348329,21.0.7,needs_review,runtime_core,,要確認,,,test_nmt_locationprinting.cpp broken in the gcc windows build,hotspot,runtime,,21.0.7
JDK-8348331,21.0.7,needs_review,classlib,,要確認,,,Simplify awt/print/PageFormat/NullPaper.java test,client-libs,java.awt,,21.0.7
JDK-8348332,21.0.7,needs_review,classlib,,要確認,,,Use standard layouts in DefaultFrameIconTest.java and MenuCrash.java,client-libs,java.awt,,21.0.7
JDK-8348333,21.0.7,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,open source several AWT tests including menu shortcut tests,client-libs,java.awt,,21.0.7
JDK-8348339,21.0.7,needs_review,classlib,,要確認,,,[TESTBUG] java/awt/PrintJob/PrintCheckboxTest/PrintCheckboxManualTest.java fails with rror. Can't find HTML file PrintCheckboxManualTest.html,client-libs,2d,,21.0.7
JDK-8348340,21.0.7,needs_review,interop,,要確認,,,Improve debuggability of test/jdk/java/net/Socket/CloseAvailable.java,core-libs,java.net,,21.0.7
JDK-8348341,21.0.7,needs_review,compiler_tools,,要確認,,,Crash: SIGSEGV in dlerror(),tools,jpackage,,21.0.7
JDK-8348394,21.0.7,excluded,gc,,対応不要,component=hotspot/gc; keywords=\bshenandoah\b,gc_related,Shenandoah: Test TestJcmdHeapDump.java#aggressive intermittent assert(gc_cause() == GCCause::_no_gc) failed: Over-writing cause,hotspot,gc,,21.0.7
JDK-8348395,21.0.7,excluded,gc,,対応不要,component=hotspot/gc,gc_related,Epsilon: Demote heap size and AlwaysPreTouch warnings to info level,hotspot,gc,,21.0.7
JDK-8348397,21.0.7,needs_review,classlib,,要確認,,,Improve AnnotationFormatError message for duplicate annotation interfaces,core-libs,java.lang:reflect,,21.0.7
JDK-8348625,21.0.7,needs_review,classlib,,要確認,,,"[21u, 17u] Revert JDK-8185862 to restore old java.awt.headless behavior on Windows",client-libs,java.awt,"jdk17u-fix-request,jdk17u-fix-yes,jdk21u-fix-request,jdk21u-fix-yes,jdk24u-fix-request",21.0.7
JDK-8348676,21.0.7,excluded,interop,,対応不要,targets=aix,non_windows11_platform,(ch) java/nio/channels/AsynchronousSocketChannel/StressLoopback.java times out (aix),core-libs,java.nio,,21.0.7
JDK-8348843,21.0.7,needs_review,classlib,,要確認,,,(tz) Update Timezone Data to 2025a,core-libs,java.time,,21.0.7
JDK-8348942,21.0.7,needs_review,runtime_core,,要確認,,,cpuset cgroups controller is required for no good reason,hotspot,runtime,,21.0.7
JDK-8348944,21.0.7,needs_review,runtime_core,,要確認,,,vmTestbase/nsk/jdwp/ThreadReference/ForceEarlyReturn/forceEarlyReturn002/forceEarlyReturn002.java timed out,core-svc,debugger,,21.0.7
JDK-8348946,21.0.7,needs_review,runtime_core,,要確認,,,GTest needs larger combination limit,hotspot,runtime,,21.0.7
JDK-8348947,21.0.7,needs_review,classlib,,要確認,,,Convert java/awt/Frame/FrameStateTest/FrameStateTest.html applet test to main,client-libs,java.awt,,21.0.7
JDK-8348952,21.0.7,needs_review,runtime_core,,要確認,,,ASAN reports use-after-free in DirectivesParserTest.empty_object_vm,hotspot,runtime,,21.0.7
JDK-8348953,21.0.7,needs_review,runtime_core,,要確認,,,Exceptions in javax/management DeadLockTest.java do not cause test failure,core-svc,javax.management,,21.0.7
JDK-8349045,21.0.7,excluded,gc,,対応不要,component=hotspot/gc,gc_related,java/util/zip/EntryCount64k.java failing with java.lang.RuntimeException: '\\A\\Z' missing from stderr,hotspot,gc,,21.0.7
JDK-8349089,21.0.7,needs_review,classlib,,要確認,,,JTabbedPane/8134116/Bug8134116.java has no license header,client-libs,javax.swing,,21.0.7
JDK-8349277,21.0.7,needs_review,classlib,,要確認,,,test/jdk/javax/swing/JScrollBar/4865918/bug4865918.java fails in ubuntu22.04,client-libs,,,21.0.7
JDK-8349426,21.0.7,needs_review,test_infra,,要確認,,,Timeout handler on Windows takes 2 hours to complete,infrastructure,build,,21.0.7
JDK-8349427,21.0.7,needs_review,runtime_core,,要確認,,,Remove unused JVMDITools test files,core-svc,debugger,,21.0.7
JDK-8349429,21.0.7,needs_review,classlib,,要確認,,,Add more details to FrameStateTest.java test instructions,client-libs,java.awt,,21.0.7
JDK-8349430,21.0.7,needs_review,runtime_core,,要確認,,,Two CDS tests fail with -UseCompressedOops and UseSerialGC/UseParallelGC,hotspot,runtime,,21.0.7
JDK-8349432,21.0.7,excluded,runtime_core,,対応不要,targets=linux,non_windows11_platform,"failure_handler should execute gdb ""info threads"" command on linux",hotspot,test,,21.0.7
JDK-8349436,21.0.7,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several 2D tests,client-libs,2d,,21.0.7
JDK-8349437,21.0.7,needs_review,classlib,,要確認,,,[TEST_BUG]GTK L&F: There is no Details button in FileChooser Dialog,client-libs,javax.swing,,21.0.7
JDK-8349438,21.0.7,needs_review,runtime_core,,要確認,,,javax/management/remote/mandatory/connection/DeadLockTest.java failing with NoSuchObjectException: no such object in table,core-svc,javax.management,,21.0.7
JDK-8349439,21.0.7,needs_review,classlib,,要確認,,,[TestBug] DefaultCloseOperation.java test not working as expected wrt instruction after JDK-8325851 fix,client-libs,javax.swing,,21.0.7
JDK-8349443,21.0.7,needs_review,classlib,,要確認,,,Limit the length of inflated text chunks,client-libs,javax.imageio,,21.0.7
JDK-8349453,21.0.7,excluded,runtime_core,,対応不要,targets=aix,non_windows11_platform,[AIX] Beginning with AIX 7.3 TL1 mmap() supports 64K memory pages,hotspot,runtime,,21.0.7
JDK-8349603,21.0.7,needs_review,test_infra,,要確認,,,"[21u, 17u, 11u] Update GHA JDKs after Jan/25 updates",infrastructure,build,"jdk11u-fix-request,jdk11u-fix-yes,jdk17u-fix-request,jdk17u-fix-yes,jdk21u-fix-request,jdk21u-fix-yes",21.0.7
JDK-8349640,21.0.7,needs_review,runtime_core,,要確認,,,Update failure handler to don't generate Error message if cores actions are empty,hotspot,test,,21.0.7
JDK-8349642,21.0.7,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,open source several 2D imaging tests,client-libs,2d,,21.0.7
JDK-8349657,21.0.7,excluded,runtime_core,,対応不要,keywords=\bzgc\b,gc_related,ZGC: segmentation fault due to missing node type check in barrier elision analysis,hotspot,compiler,,21.0.7
JDK-8349729,21.0.7,excluded,test_infra,test_infra,対応不要,"keywords=jtreg,test | targets=aix; os_field=aix","doc_or_test,non_windows11_platform",[21u] AIX jtreg tests fail to compile with qvisibility=hidden,infrastructure,build,"25-na,jdk21u-fix-request,jdk21u-fix-yes,sap-aix-na",21.0.7
JDK-8349827,21.0.7,needs_review,interop,,要確認,,,java/nio/file/Files/probeContentType/Basic.java fails on Windows 2025,core-libs,java.nio,,21.0.7
JDK-8349830,21.0.7,excluded,classlib,,対応不要,targets=windows server,non_windows11_platform,java/io/File/createTempFile/SpecialTempFile.java fails on Windows Server 2025,core-libs,java.io,,21.0.7
JDK-8349856,21.0.7,excluded,gc,,対応不要,component=hotspot/gc,gc_related,[testsuite] NeverActAsServerClassMachine breaks TestPLABAdaptToMinTLABSize.java TestPinnedHumongousFragmentation.java TestPinnedObjectContents.java,hotspot,gc,,21.0.7
JDK-8349870,21.0.7,needs_review,security,,要確認,,,Distrust TLS server certificates anchored by Camerfirma Root CAs,security-libs,javax.net.ssl,,21.0.7
JDK-8349947,21.0.7,needs_review,classlib,,要確認,,,[JMH] jdk.incubator.vector.SpiltReplicate fails NoClassDefFoundError,core-libs,,,21.0.7
JDK-8349948,21.0.7,needs_review,classlib,,要確認,,,Replace usages of -mx and -ms in some tests,core-libs,,,21.0.7
JDK-8349983,21.0.7,needs_review,runtime_core,,要確認,,,AArch64: Build failure with clang due to -Wformat-nonliteral warning,hotspot,runtime,,21.0.7
JDK-8349986,21.0.7,needs_review,security,,要確認,,,Serialization considerations,security-libs,java.security,,21.0.7
JDK-8349987,21.0.7,needs_review,classlib,,要確認,,,java/io/File/createTempFile/SpecialTempFile.java failing,core-libs,java.io,,21.0.7
JDK-8349996,21.0.7,needs_review,compiler_tools,,要確認,,,BasicAnnoTests doesn't handle multiple annotations at the same position,tools,javac,,21.0.7
JDK-8349998,21.0.7,needs_review,interop,,要確認,,,(dc) java/nio/channels/DatagramChannel/InterruptibleOrNot.java fails with virtual thread factory,core-libs,java.nio,,21.0.7
JDK-8350000,21.0.7,needs_review,interop,,要確認,,,Test java/nio/channels/FileChannel/LoopingTruncate.java fails sometimes with IOException: There is not enough space on the disk,core-libs,java.nio,,21.0.7
JDK-8350001,21.0.7,excluded,runtime_core,,対応不要,targets=macos,non_windows11_platform,[ubsan] adjustments to filemap.cpp and virtualspace.cpp for macOS aarch64,hotspot,runtime,,21.0.7
JDK-8350002,21.0.7,needs_review,runtime_core,,要確認,,,[ubsan] logSelection.cpp:154:24  / logSelectionList.cpp:72:94 : runtime error: applying non-zero offset 1 to null pointer,hotspot,runtime,,21.0.7
JDK-8350003,21.0.7,needs_review,classlib,,要確認,,,Error output in libjsound has non matching format strings,client-libs,javax.sound,,21.0.7
JDK-8350183,21.0.7,excluded,classlib,,対応不要,targets=aix,non_windows11_platform,"[aix] java/lang/ProcessHandle/InfoTest.java still fails: ""reported cputime less than expected""",core-libs,java.lang,,21.0.7
JDK-8350191,21.0.7,excluded,runtime_core,,対応不要,targets=linux,non_windows11_platform,Linux ppc64le with toolchain clang - detection failure in early JVM startup,hotspot,runtime,,21.0.7
JDK-8350291,21.0.7,needs_review,runtime_core,,要確認,,,Virtual Threads: exclude 2 tests,hotspot,test,,21.0.7
JDK-8350310,21.0.7,excluded,classlib,,対応不要,targets=macos,non_windows11_platform,[ubsan] ProcessImpl_md.c:561:40: runtime error: applying zero offset to null pointer on macOS aarch64,core-libs,,,21.0.7
JDK-8350311,21.0.7,needs_review,runtime_core,,要確認,,,[ubsan] logOutput.cpp:357:21: runtime error: applying non-zero offset 1 to null pointer,hotspot,runtime,,21.0.7
JDK-8350312,21.0.7,excluded,runtime_core,,対応不要,targets=macos,non_windows11_platform,[macOS]: UnixOperatingSystem.c:67:40: runtime error: division by zero,core-svc,java.lang.management,,21.0.7
JDK-8350407,21.0.7,needs_review,classlib,,要確認,,,Convert java/awt/print/bug8023392/bug8023392.html applet test to main,client-libs,java.awt,,21.0.7
JDK-8350408,21.0.7,needs_review,classlib,test_infra,要確認,,,Remove jtreg tag manual=yesno for java/awt/print/PrinterJob/PrintTextTest.java,client-libs,,,21.0.7
JDK-8350409,21.0.7,needs_review,classlib,,要確認,,,Write a test to compare the images,client-libs,java.awt,,21.0.7
JDK-8350412,21.0.8,needs_review,runtime_core,,要確認,,,[21u] AArch64: Ambiguous frame layout leads to incorrect traces in JFR,hotspot,compiler,"jdk17u-fix-request,jdk17u-fix-yes,jdk21u-fix-request,jdk21u-fix-yes,jfr,sustaining",21.0.8
JDK-8350505,21.0.7,needs_review,classlib,,要確認,,,"[Accessibility,Windows,JAWS] Bug in the getKeyChar method of the AccessBridge class",client-libs,javax.accessibility,,21.0.7
JDK-8350527,21.0.7,excluded,gc,,対応不要,component=hotspot/gc; keywords=\bgc\b,gc_related,gc/TestDisableExplicitGC.java fails due to unexpected CodeCache GC,hotspot,gc,,21.0.7
JDK-8350528,21.0.7,needs_review,runtime_core,,要確認,,,Add more linesize for MIME decoder in macro bench test Base64Decode,hotspot,compiler,,21.0.7
JDK-8350529,21.0.7,needs_review,classlib,,要確認,,,javax/swing/JScrollBar/4865918/bug4865918.java fails in CI,client-libs,javax.swing,,21.0.7
JDK-8350530,21.0.7,needs_review,classlib,,要確認,,,javax/swing/JScrollBar/4865918/bug4865918.java still fails in CI,client-libs,javax.swing,,21.0.7
JDK-8350531,21.0.7,needs_review,classlib,,要確認,,,TrayIcon tests fail in Ubuntu 24.10 Wayland,client-libs,java.awt,,21.0.7
JDK-8350568,21.0.7,needs_review,compiler_tools,,要確認,,,Upgrade JLine to 3.26.1,tools,jshell,,21.0.7
JDK-8350610,21.0.8,needs_review,interop,,要確認,,,HttpClient: improve HTTP/2 flow control checks,core-libs,java.net,,21.0.8
JDK-8350650,21.0.8,needs_review,security,,要確認,,,Bump update version for OpenJDK: jdk-21.0.8,infrastructure,release_eng,"jdk21u-fix-request,jdk21u-fix-yes",21.0.8
JDK-8350658,21.0.7,needs_review,runtime_core,,要確認,,,Adjust exception No type named <ThreadType> in database,hotspot,svc-agent,,21.0.7
JDK-8350669,21.0.7,needs_review,classlib,,要確認,,,javax/swing/JFileChooser/FileSystemView/WindowsDefaultIconSizeTest.java creates tmp file in src dir,client-libs,javax.swing,,21.0.7
JDK-8350670,21.0.7,needs_review,classlib,,要確認,,,javax/imageio/plugins/wbmp/WBMPStreamTruncateTest.java creates temp file in src dir,client-libs,javax.imageio,,21.0.7
JDK-8350671,21.0.7,needs_review,security,,要確認,,,Test javax/net/ssl/SSLSocket/Tls13PacketSize.java failed with java.net.SocketException: An established connection was aborted by the software in your host machine,security-libs,javax.net.ssl,,21.0.7
JDK-8350677,21.0.7,excluded,classlib,,対応不要,targets=macos,non_windows11_platform,[TESTBUG] java/awt/Robot/ScreenCaptureRobotTest.java failing on macOS,client-libs,java.awt,,21.0.7
JDK-8350684,21.0.7,needs_review,interop,,要確認,,,HTTP/2 stream cancelImpl may leave subscriber registered,core-libs,java.net,,21.0.7
JDK-8350856,21.0.8,needs_review,runtime_core,,要確認,,,[PPC64] Make intrinsic conversions between bit representations of half precision values and floats,hotspot,compiler,,21.0.8
JDK-8350862,21.0.8,needs_review,runtime_core,,要確認,,,Output JVMTI agent information in hserr files,hotspot,jvmti,,21.0.8
JDK-8350948,21.0.8,excluded,interop,,対応不要,keywords=\bgc\b,gc_related,UpcallLinker::on_exit races with GC when copying frame anchor,core-libs,java.lang.foreign,hgupdate-sync,21.0.8
JDK-8350949,21.0.8,excluded,interop,,対応不要,keywords=\bgc\b,gc_related,UpcallLinker::on_entry racingly clears pending exception with GC safepoints,core-libs,java.lang.foreign,hgupdate-sync,21.0.8
JDK-8350950,21.0.8,needs_review,interop,,要確認,,,ProgrammableUpcallHandler::on_entry/on_exit access thread fields from native,core-libs,java.lang.foreign,hgupdate-sync,21.0.8
JDK-8351022,21.0.8,needs_review,compiler_tools,,要確認,,,Test FailOverDirectExecutionControlTest.java fails with -Xcomp,tools,jshell,,21.0.8
JDK-8351030,21.0.8,excluded,runtime_core,,対応不要,keywords=\bshenandoah\b,gc_related,JFR Leak Profiler is broken with Shenandoah,hotspot,jfr,,21.0.8
JDK-8351031,21.0.8,needs_review,runtime_core,,要確認,,,Problemlist jdk/jfr/event/oldobject/TestShenandoah.java after JDK-8279016,hotspot,jfr,,21.0.8
JDK-8351190,21.0.8,needs_review,interop,,要確認,,,[JMH] time.format.ZonedDateTimeFormatterBenchmark fails,core-libs,java.util:i18n,,21.0.8
JDK-8351191,21.0.8,excluded,gc,,対応不要,component=hotspot/gc; keywords=\bgc\b,gc_related,3 gc/epsilon tests ignore external vm options,hotspot,gc,,21.0.8
JDK-8351239,21.0.8,needs_review,security,,要確認,,,Failure when creating non-CRT RSA private keys in SunPKCS11,security-libs,javax.crypto:pkcs11,,21.0.8
JDK-8351340,21.0.8,needs_review,runtime_core,,要確認,,,secondary_super_cache does not scale well,hotspot,compiler,,21.0.8
JDK-8351341,21.0.8,needs_review,runtime_core,,要確認,,,Out-of-bounds array access in secondary_super_cache,hotspot,runtime,,21.0.8
JDK-8351358,21.0.8,needs_review,runtime_core,,要確認,,,Corrupted timezone string in JVM crash log,hotspot,runtime,,21.0.8
JDK-8351506,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several Swing CSS related tests,client-libs,javax.swing,,21.0.8
JDK-8351507,21.0.8,needs_review,classlib,,要確認,,,ColorConvertOp - typo for non-ICC conversions needs one-line fix,client-libs,2d,,21.0.8
JDK-8351508,21.0.8,excluded,runtime_core,,対応不要,targets=linux,non_windows11_platform,[Testbug] g-tests for cgroup leave files in /tmp on linux,hotspot,runtime,,21.0.8
JDK-8351510,21.0.8,excluded,classlib,,対応不要,targets=macos,non_windows11_platform,[macos] Menu or JPopupMenu not closed when main window is resized,client-libs,javax.swing,,21.0.8
JDK-8351511,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open Source several AWT/2D font and rendering tests,client-libs,,,21.0.8
JDK-8351512,21.0.8,needs_review,security,,要確認,,,Jarsigner should print a warning if an entry is removed,security-libs,java.security,hgupdate-sync,21.0.8
JDK-8351521,21.0.8,needs_review,classlib,,要確認,,,sun/awt/font/TestDevTransform.java fails with RuntimeException: Different rendering,client-libs,2d,,21.0.8
JDK-8351522,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several Choice related tests (part 2),client-libs,,,21.0.8
JDK-8351527,21.0.8,needs_review,classlib,,要確認,,,Update List/ItemEventTest/ItemEventTest.java,client-libs,java.awt,,21.0.8
JDK-8351528,21.0.8,needs_review,classlib,,要確認,,,Update PipeWire to 1.3.81,client-libs,java.awt,,21.0.8
JDK-8351531,21.0.8,excluded,classlib,,対応不要,targets=aix,non_windows11_platform,AIX build failure after upgrade pipewire to 1.3.81,client-libs,java.awt,,21.0.8
JDK-8351532,21.0.8,excluded,classlib,,対応不要,targets=macos,non_windows11_platform,"[Accessibility,macOS,VoiceOver] VoiceOver doesn't announce untick on toggling the checkbox with ""space"" key on macOS",client-libs,javax.accessibility,,21.0.8
JDK-8351533,21.0.8,excluded,classlib,,対応不要,targets=macos,non_windows11_platform,"[Accessibility,macOS,Screen Magnifier]: JCheckbox unchecked state does not magnify but works for checked state",client-libs,javax.accessibility,,21.0.8
JDK-8351538,21.0.8,needs_review,classlib,,要確認,,,Update FreeType to 2.13.3,client-libs,2d,,21.0.8
JDK-8351557,21.0.8,needs_review,runtime_core,,要確認,,,Add jcmd to print annotated process memory map,hotspot,runtime,,21.0.8
JDK-8351559,21.0.8,excluded,gc,,対応不要,component=hotspot/gc; keywords=\bgc\b,gc_related,gc/stress/TestStressG1Uncommit.java gets OOM-killed,hotspot,gc,,21.0.8
JDK-8351637,21.0.8,excluded,runtime_core,,対応不要,targets=linux,non_windows11_platform,Out of bounds access on Linux aarch64 in os::print_register_info,hotspot,runtime,,21.0.8
JDK-8351684,21.0.8,needs_review,runtime_core,,要確認,,,"""Total compile time"" counter should include time spent in failing/bailout compiles",hotspot,compiler,,21.0.8
JDK-8351830,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several Swing Scroll related tests,client-libs,javax.swing,,21.0.8
JDK-8351831,21.0.8,excluded,gc,,対応不要,component=hotspot/gc,gc_related,Move BufferNode from PtrQueue files to new files,hotspot,gc,,21.0.8
JDK-8351872,21.0.8,needs_review,runtime_core,,要確認,,,Skip ValidateHazardPtrsClosure in non-debug builds,hotspot,runtime,,21.0.8
JDK-8351879,21.0.8,needs_review,classlib,,要確認,,,print/Dialog/PaperSizeError.java fails with MediaSizeName is not A4: A4,client-libs,2d,,21.0.8
JDK-8351899,21.0.8,excluded,gc,,対応不要,component=hotspot/gc; keywords=\bgc\b,gc_related,Bug in jdk.jfr.event.gc.collection.TestSystemGC,hotspot,gc,,21.0.8
JDK-8351920,21.0.8,needs_review,runtime_core,,要確認,,,Improve Speed of System.map,hotspot,runtime,,21.0.8
JDK-8351924,21.0.8,needs_review,runtime_core,,要確認,,,serviceability/dcmd/vm/SystemMapTest.java and SystemDumpMapTest.java may fail after JDK-8326586,hotspot,runtime,,21.0.8
JDK-8351934,21.0.8,needs_review,classlib,,要確認,,,Inaccurate masking of TC subfield decrement in ForkJoinPool,core-libs,java.util.concurrent,,21.0.8
JDK-8351960,21.0.8,needs_review,security,,要確認,,,Remove Baltimore root certificate expiring in May 2025,security-libs,java.security,,21.0.8
JDK-8352000,21.0.8,needs_review,interop,,要確認,,,java/net/ipv6tests/UdpTest.java fails with checkTime failed,core-libs,java.net,,21.0.8
JDK-8352025,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several Swing RootPane and Slider related tests,client-libs,javax.swing,,21.0.8
JDK-8352026,21.0.8,needs_review,runtime_core,,要確認,,,Replace NULL with nullptr in HotSpot gtests,hotspot,runtime,,21.0.8
JDK-8352028,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Automate and open source few closed manual applet test,client-libs,javax.swing,,21.0.8
JDK-8352029,21.0.8,needs_review,classlib,,要確認,,,Remove applet usage from JFileChooser tests bug4150029,client-libs,javax.swing,,21.0.8
JDK-8352030,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Convert and Open source few manual applet test to main based,client-libs,java.awt,,21.0.8
JDK-8352031,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several AWT focus tests - series 1,client-libs,java.awt,,21.0.8
JDK-8352032,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several AWT focus tests - series 2,client-libs,java.awt,,21.0.8
JDK-8352033,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source AWT MenuItem related tests,client-libs,java.awt,,21.0.8
JDK-8352034,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source closed choice tests #2,client-libs,java.awt,,21.0.8
JDK-8352035,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several AWT focus tests - series 5,client-libs,java.awt,,21.0.8
JDK-8352036,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source few Checkbox and Cursor tests - Set1,client-libs,java.awt,,21.0.8
JDK-8352041,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source DnD tests - Set5,client-libs,java.awt,,21.0.8
JDK-8352051,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source closed frame tests # 2,client-libs,java.awt,,21.0.8
JDK-8352076,21.0.8,excluded,interop,,対応不要,"keywords=problemlist,test; labels=noreg-self | keywords=\bgc\b,\bshenandoah\b","doc_or_test,gc_related",[21u] Problem list tests that fail in 21 and would be fixed by 8309622,core-libs,java.util:i18n,"jdk17u-fix-request,jdk17u-fix-yes,jdk21u-fix-request,jdk21u-fix-yes,noreg-self",21.0.8
JDK-8352097,21.0.7,needs_review,classlib,,要確認,,,(tz) zone.tab update missed in 2025a backport,core-libs,java.time,"24-na,jdk11u-critical-request,jdk11u-critical-yes,jdk17u-critical-request,jdk17u-critical-yes,jdk21u-critical-request,jdk21u-critical-yes,jdk8u-critical-request,jdk8u-critical-yes",21.0.7
JDK-8352103,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source some Component/Panel/EventQueue tests - Set2,client-libs,java.awt,,21.0.8
JDK-8352104,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source several AWT Dialog tests - Batch 4,client-libs,java.awt,,21.0.8
JDK-8352167,21.0.8,needs_review,runtime_core,,要確認,,,WB_IsFrameDeoptimized miss ResourceMark,hotspot,runtime,,21.0.8
JDK-8352183,21.0.8,needs_review,runtime_core,,要確認,,,[x64] Fix useless padding,hotspot,compiler,,21.0.8
JDK-8352220,21.0.8,needs_review,interop,,要確認,,,assert fired in java/net/httpclient/DependentPromiseActionsTest (infrequent),core-libs,java.net,,21.0.8
JDK-8352221,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source few Component tests - Set1,client-libs,java.awt,,21.0.8
JDK-8352225,21.0.8,excluded,classlib,,対応不要,"keywords=open source,test",doc_or_test,Open source some Desktop related tests,client-libs,,,21.0.8
JDK-8352227,21.0.8,excluded,interop,,対応不要,targets=macos,non_windows11_platform,"java/net/Socket/UdpSocket.java fails with ""java.net.BindException: Address already in use"" (macos-aarch64)",core-libs,java.net,,21.0.8
JDK-8352230,21.0.8,needs_review,runtime_core,,要確認,,,CompileFramework: test library to conveniently compile java and jasm sources for fuzzing,hotspot,compiler,,21.0.8
